site,MAT_C,species,litter_type,topmesh_mm,years_deployed,afdm_remain_per
UFL,21.2,DRGL,litter,1,1.98,24.77
UFL,21.2,DRGL,litter,1,3.03,21.54
UFL,21.2,DRGL,litter,1,4.01,20.89
UFL,21.2,DRGL,litter,1,4.98,21.08
UFL,21.2,DRGL,litter,1,6.02,19.24
UFL,21.2,DRGL,litter,1,7.05,11.46
UFL,21.2,DRGL,litter,1,8.03,2.29
UFL,21.2,DRGL,litter,1,9.03,8.87
UFL,21.2,DRGL,litter,1,10.03,2.76
UFL,21.2,FAGR,litter,1,0,100
UFL,21.2,FAGR,litter,1,1.98,56.84
UFL,21.2,FAGR,litter,1,3.03,40.58
UFL,21.2,KOMY,litter,1,0,100
UFL,21.2,KOMY,litter,1,6.02,13.35
UFL,21.2,KOMY,litter,1,10.03,14.94
UFL,21.2,LITU,litter,1,0,100
UFL,21.2,LITU,litter,1,4.01,26.43
UFL,21.2,MYCE,litter,1,0,100
UFL,21.2,MYCE,litter,1,6.02,33.52
UFL,21.2,PIEL,root,0.1,0,100
UFL,21.2,PIEL,root,0.1,1,74.32
UFL,21.2,PIEL,root,0.1,1.98,56.96
UFL,21.2,PIEL,root,0.1,3.03,60.07
UFL,21.2,PIEL,root,0.1,4.01,43.74
UFL,21.2,PIEL,root,0.1,4.98,46.91
UFL,21.2,PIEL,root,0.1,6.02,40.06
UFL,21.2,PIEL,root,0.1,7.04,33.94
UFL,21.2,PIEL,root,0.1,8.03,13.9
UFL,21.2,PIEL,root,0.1,9.03,30.89
UFL,21.2,PIEL,root,0.1,10.03,34.81
UFL,21.2,PIEL,litter,1,0,100
UFL,21.2,PIEL,litter,1,1,83.64
UFL,21.2,PIRE,litter,1,0,100
UFL,21.2,PIRE,litter,1,1,79.25
UFL,21.2,PIRE,litter,1,1.98,62.37
UFL,21.2,PIRE,litter,1,3.03,40.58
UFL,21.2,PIRE,litter,1,4.01,28.15
UFL,21.2,PIRE,litter,1,4.98,37.37
UFL,21.2,PIRE,litter,1,6.02,38.61
UFL,21.2,PIRE,litter,1,7.04,26.21
UFL,21.2,PIRE,litter,1,8.03,24.92
UFL,21.2,PIRE,litter,1,9.03,28.24
UFL,21.2,PIRE,litter,1,10.03,NA
UFL,21.2,QUPR,litter,1,0,100
UFL,21.2,QUPR,litter,1,1,66.07
UFL,21.2,QUPR,litter,1,1.98,39.24
UFL,21.2,QUPR,litter,1,3.03,36.17
UFL,21.2,QUPR,litter,1,4.01,45.14
UFL,21.2,QUPR,litter,1,4.98,33.33
UFL,21.2,QUPR,litter,1,6.02,32.03
UFL,21.2,QUPR,litter,1,7.04,14.68
UFL,21.2,QUPR,litter,1,8.03,5.32
UFL,21.2,QUPR,litter,1,9.03,16.95
UFL,21.2,QUPR,litter,1,10.03,8.89
UFL,21.2,SPAL,litter,1,0,100
UFL,21.2,SPAL,litter,1,4.98,41.28
UFL,21.2,SPAL,litter,1,6.02,20.29
UFL,21.2,SPAL,litter,1,9.04,6.25
UFL,21.2,THPL,litter,1,0,100
UFL,21.2,THPL,litter,1,1,75.32
UFL,21.2,THPL,litter,1,1.98,27.42
UFL,21.2,THPL,litter,1,3.03,31.25
UFL,21.2,THPL,litter,1,4.01,28.22
UFL,21.2,THPL,litter,1,4.98,31.86
UFL,21.2,THPL,litter,1,6.02,27.74
UFL,21.2,THPL,litter,1,7.04,17.04
UFL,21.2,THPL,litter,1,8.03,6.37
UFL,21.2,THPL,litter,1,9.03,13.75
UFL,21.2,THPL,litter,1,10.03,21.5
UFL,21.2,TRAE,litter,1,0,100
UFL,21.2,TRAE,litter,1,1,54.17
UFL,21.2,TRAE,litter,1,1.98,45.42
UFL,21.2,TRAE,litter,1,3.03,21.9
UFL,21.2,TRAE,litter,1,4.01,14.69
UFL,21.2,TRAE,litter,1,4.98,20.21
UFL,21.2,TRAE,litter,1,6.02,27.08
UFL,21.2,TRAE,litter,1,7.04,11.69
UFL,21.2,TRAE,litter,1,8.03,2
UFL,21.2,TRAE,litter,1,9.03,4.7
UFL,21.2,TRAE,litter,1,10.03,6.28
GSF,22.5,ABCO,litter,1,0,100
GSF,22.5,ABCO,litter,1,2.02,73.46
GSF,22.5,ABLA,litter,1,0,100
GSF,22.5,ABLA,litter,1,1.02,70.65
GSF,22.5,ABLA,litter,1,1.36,70.51
GSF,22.5,ABLA,litter,1,3.34,53.78
GSF,22.5,ACSA,litter,1,0,100
GSF,22.5,ACSA,litter,1,0.34,83.62
GSF,22.5,ACSA,litter,1,0.67,71.49
GSF,22.5,ACSA,litter,1,1.02,64.47
GSF,22.5,ACSA,litter,1,1.36,76.72
GSF,22.5,ACSA,litter,1,1.68,68.41
GSF,22.5,ACSA,litter,1,2.02,75.05
GSF,22.5,ACSA,litter,1,2.31,65.58
GSF,22.5,ACSA,litter,1,2.66,54.25
GSF,22.5,ACSA,litter,1,3,51.81
GSF,22.5,ACSA,litter,1,3.34,52.16
GSF,22.5,ANGE,root,0.1,0,100
GSF,22.5,ANGE,root,0.1,0.34,72.13
GSF,22.5,ANGE,root,0.1,0.67,50.9
GSF,22.5,ANGE,root,0.1,1.02,21.33
GSF,22.5,ANGE,root,0.1,1.36,76.8
GSF,22.5,ANGE,root,0.1,2.02,42.82
GSF,22.5,ANGE,root,0.1,2.66,39.65
GSF,22.5,ANGE,root,0.1,3,15.29
GSF,22.5,ANGE,root,0.1,3.34,18.33
GSF,22.5,ANGE,litter,1,0,100
GSF,22.5,ANGE,litter,1,1.02,63.61
GSF,22.5,ANGE,litter,1,1.36,65.69
GSF,22.5,ANSC,litter,1,0,100
GSF,22.5,ANSC,litter,1,1.68,62.89
GSF,22.5,BELU,litter,1,0,100
GSF,22.5,BELU,litter,1,0.34,92.99
GSF,22.5,CEGR,litter,1,0,100
GSF,22.5,CEGR,litter,1,2.31,68.79
GSF,22.5,CEGR,litter,1,2.66,21.79
GSF,22.5,CEGR,litter,1,3,38.18
GSF,22.5,DRGL,root,0.1,0,100
GSF,22.5,DRGL,root,0.1,0.34,73.54
GSF,22.5,DRGL,root,0.1,0.67,60.58
GSF,22.5,DRGL,root,0.1,1.02,51.46
GSF,22.5,DRGL,root,0.1,1.36,69.37
GSF,22.5,DRGL,root,0.1,1.68,44.78
GSF,22.5,DRGL,root,0.1,2.02,62.68
GSF,22.5,DRGL,root,0.1,2.31,35.73
GSF,22.5,DRGL,root,0.1,2.66,47.75
GSF,22.5,DRGL,root,0.1,3,18.24
GSF,22.5,DRGL,root,0.1,3.34,10.71
GSF,22.5,DRGL,litter,1,0,100
GSF,22.5,DRGL,litter,1,0.34,78.76
GSF,22.5,DRGL,litter,1,0.67,53.45
GSF,22.5,DRGL,litter,1,1.02,38.13
GSF,22.5,DRGL,litter,1,1.36,46.5
GSF,22.5,DRGL,litter,1,1.68,48.87
GSF,22.5,DRGL,litter,1,2.02,44.96
GSF,22.5,DRGL,litter,1,2.31,44.53
GSF,22.5,DRGL,litter,1,2.66,38.17
GSF,22.5,DRGL,litter,1,3,26.83
GSF,22.5,DRGL,litter,1,3.34,35.4
GSF,22.5,LATR,litter,1,0,100
GSF,22.5,LATR,litter,1,2.66,50.56
GSF,22.5,LATR,litter,1,3,34.75
GSF,22.5,PIEL,litter,1,0,100
GSF,22.5,PIEL,litter,1,0.34,100.34
GSF,22.5,PIEL,litter,1,0.67,88.25
GSF,22.5,PIEL,litter,1,1.02,84.11
GSF,22.5,PIEL,litter,1,1.36,90.97
GSF,22.5,PIEL,litter,1,1.68,87.42
GSF,22.5,PIEL,litter,1,2.02,81.09
GSF,22.5,PIEL,litter,1,2.31,70.94
GSF,22.5,PIEL,litter,1,2.66,74.18
GSF,22.5,PIEL,litter,1,3,65.92
GSF,22.5,PIEL,litter,1,3.34,64.87
GSF,22.5,PIRE,root,0.1,0,100
GSF,22.5,PIRE,root,0.1,0.34,89.7
GSF,22.5,PIRE,root,0.1,0.67,79.69
GSF,22.5,PIRE,root,0.1,1.02,71.7
GSF,22.5,PIRE,root,0.1,1.36,68.33
GSF,22.5,PIRE,root,0.1,2.02,67.93
GSF,22.5,PIRE,root,0.1,2.31,85.18
GSF,22.5,PIRE,root,0.1,2.66,38.17
GSF,22.5,PIRE,root,0.1,3,22.94
GSF,22.5,PIRE,root,0.1,3.34,45.63
GSF,22.5,QUPR,litter,1,0,100
GSF,22.5,QUPR,litter,1,0.34,82.09
GSF,22.5,QUPR,litter,1,0.67,70.6
GSF,22.5,QUPR,litter,1,1.02,76.33
GSF,22.5,QUPR,litter,1,1.36,70.07
GSF,22.5,QUPR,litter,1,1.68,59.45
GSF,22.5,QUPR,litter,1,2.02,63.8
GSF,22.5,QUPR,litter,1,2.31,52.06
GSF,22.5,QUPR,litter,1,2.66,45.87
GSF,22.5,QUPR,litter,1,3,46.88
GSF,22.5,QUPR,litter,1,3.34,41.17
GSF,22.5,SPAL,litter,1,0,100
GSF,22.5,SPAL,litter,1,0.67,62.12
GSF,22.5,THPL,litter,1,0,100
GSF,22.5,THPL,litter,1,0.34,89.81
GSF,22.5,THPL,litter,1,0.67,76.69
GSF,22.5,THPL,litter,1,1.02,78.08
GSF,22.5,THPL,litter,1,1.36,76.94
GSF,22.5,THPL,litter,1,1.68,76.06
GSF,22.5,THPL,litter,1,2.02,80.53
GSF,22.5,THPL,litter,1,2.31,70.62
GSF,22.5,THPL,litter,1,2.66,64.15
GSF,22.5,THPL,litter,1,3,68.26
GSF,22.5,THPL,litter,1,3.34,57.11
GSF,22.5,TRAE,litter,1,0,100
GSF,22.5,TRAE,litter,1,0.34,82.29
GSF,22.5,TRAE,litter,1,0.67,60.66
GSF,22.5,TRAE,litter,1,1.02,65
GSF,22.5,TRAE,litter,1,1.36,56.32
GSF,22.5,TRAE,litter,1,1.68,61.12
GSF,22.5,TRAE,litter,1,2.02,38.65
GSF,22.5,TRAE,litter,1,2.31,38.95
GSF,22.5,TRAE,litter,1,2.66,34.3
GSF,22.5,TRAE,litter,1,3,15.18
LBS,25.6,ACSA,litter,1,0,100
LBS,25.6,ACSA,litter,1,0.23,62.58
LBS,25.6,ACSA,litter,1,0.62,26.73
LBS,25.6,ACSA,litter,1,0.81,39.82
LBS,25.6,ACSA,litter,1,1.15,35.98
LBS,25.6,ACSA,litter,1,1.4,38.82
LBS,25.6,ACSA,litter,1,2.09,25
LBS,25.6,ACSA,litter,1,2.65,16.49
LBS,25.6,ACSA,litter,1,3.23,18.8
LBS,25.6,ACSA,litter,1,3.74,7.63
LBS,25.6,ACSA,litter,1,4.4,13.2
LBS,25.6,ANGE,root,0.1,0,100
LBS,25.6,ANGE,root,0.1,0.23,70
LBS,25.6,ANGE,root,0.1,0.62,46.86
LBS,25.6,ANGE,root,0.1,0.81,41.89
LBS,25.6,ANGE,root,0.1,1.15,19.7
LBS,25.6,ANGE,root,0.1,1.4,28.96
LBS,25.6,ANGE,root,0.1,2.09,22.34
LBS,25.6,ANGE,root,0.1,2.65,6.4
LBS,25.6,ANGE,root,0.1,3.23,8.05
LBS,25.6,ANGE,root,0.1,3.74,10.14
LBS,25.6,ANGE,root,0.1,4.4,5.15
LBS,25.6,BOER,litter,1,0,100
LBS,25.6,BOER,litter,1,3.74,25.35
LBS,25.6,CONU,litter,1,0,100
LBS,25.6,CONU,litter,1,0.62,8.96
LBS,25.6,DRGL,root,0.1,0,100
LBS,25.6,DRGL,root,0.1,0.23,76.56
LBS,25.6,DRGL,root,0.1,0.62,52.13
LBS,25.6,DRGL,root,0.1,0.81,45.71
LBS,25.6,DRGL,root,0.1,1.15,42.91
LBS,25.6,DRGL,root,0.1,1.4,30.53
LBS,25.6,DRGL,root,0.1,2.09,20.55
LBS,25.6,DRGL,root,0.1,2.65,13.96
LBS,25.6,DRGL,root,0.1,3.23,10.21
LBS,25.6,DRGL,root,0.1,3.74,8.38
LBS,25.6,DRGL,root,0.1,4.4,11.58
LBS,25.6,DRGL,litter,1,0,100
LBS,25.6,DRGL,litter,1,0.23,39.79
LBS,25.6,DRGL,litter,1,0.62,11.71
LBS,25.6,DRGL,litter,1,0.81,14.19
LBS,25.6,DRGL,litter,1,1.15,12.49
LBS,25.6,DRGL,litter,1,1.4,10.77
LBS,25.6,DRGL,litter,1,2.09,12.99
LBS,25.6,DRGL,litter,1,2.65,6.08
LBS,25.6,DRGL,litter,1,3.23,16.52
LBS,25.6,DRGL,litter,1,3.74,6.87
LBS,25.6,DRGL,litter,1,4.4,9.97
LBS,25.6,KOMY,litter,1,0,100
LBS,25.6,KOMY,litter,1,0.81,9.22
LBS,25.6,PIEL,root,0.1,0,100
LBS,25.6,PIEL,root,0.1,0.23,95.93
LBS,25.6,PIEL,root,0.1,0.62,70.63
LBS,25.6,PIEL,root,0.1,0.81,65.64
LBS,25.6,PIEL,root,0.1,1.15,55.6
LBS,25.6,PIEL,root,0.1,1.4,50.68
LBS,25.6,PIEL,root,0.1,2.09,39.6
LBS,25.6,PIEL,root,0.1,2.65,31.4
LBS,25.6,PIEL,root,0.1,3.23,33.07
LBS,25.6,PIEL,root,0.1,3.74,28.92
LBS,25.6,PIEL,root,0.1,4.4,23.47
LBS,25.6,PIEL,litter,1,0,100
LBS,25.6,PIEL,litter,1,3.23,66.27
LBS,25.6,PIEL,litter,1,4.4,26.72
LBS,25.6,PIRE,litter,1,0,100
LBS,25.6,PIRE,litter,1,0.23,93.07
LBS,25.6,PIRE,litter,1,0.62,61.8
LBS,25.6,PIRE,litter,1,0.81,65.98
LBS,25.6,PIRE,litter,1,1.15,NA
LBS,25.6,PIRE,litter,1,1.4,54.19
LBS,25.6,PIRE,litter,1,2.09,48.59
LBS,25.6,PIRE,litter,1,2.65,26.98
LBS,25.6,PIRE,litter,1,3.23,42.06
LBS,25.6,PIRE,litter,1,3.74,21.1
LBS,25.6,PIRE,litter,1,4.4,11.8
LBS,25.6,POTR,litter,1,0,100
LBS,25.6,POTR,litter,1,1.4,27.85
LBS,25.6,QUPR,litter,1,0,100
LBS,25.6,QUPR,litter,1,0.23,60.23
LBS,25.6,QUPR,litter,1,0.62,32.94
LBS,25.6,QUPR,litter,1,0.81,27.18
LBS,25.6,QUPR,litter,1,1.15,NA
LBS,25.6,QUPR,litter,1,1.4,36.67
LBS,25.6,QUPR,litter,1,2.09,11.6
LBS,25.6,QUPR,litter,1,2.65,37.7
LBS,25.6,QUPR,litter,1,3.23,31.26
LBS,25.6,QUPR,litter,1,3.74,15.33
LBS,25.6,QUPR,litter,1,4.4,18.35
LBS,25.6,RHMA,litter,1,0,100
LBS,25.6,RHMA,litter,1,2.65,11.5
LBS,25.6,SPAL,litter,1,0,100
LBS,25.6,SPAL,litter,1,0.23,66.12
LBS,25.6,SPAL,litter,1,2.09,32.97
LBS,25.6,THPL,litter,1,0,100
LBS,25.6,THPL,litter,1,0.23,82.51
LBS,25.6,THPL,litter,1,0.62,52.18
LBS,25.6,THPL,litter,1,0.81,34.59
LBS,25.6,THPL,litter,1,1.15,38.45
LBS,25.6,THPL,litter,1,1.4,42.7
LBS,25.6,THPL,litter,1,2.09,43.45
LBS,25.6,THPL,litter,1,2.65,31.98
LBS,25.6,THPL,litter,1,3.23,18.36
LBS,25.6,THPL,litter,1,3.74,32.31
LBS,25.6,THPL,litter,1,4.4,15.36
LBS,25.6,TRAE,litter,1,0,100
LBS,25.6,TRAE,litter,1,0.23,66.83
LBS,25.6,TRAE,litter,1,0.62,24.29
LBS,25.6,TRAE,litter,1,0.81,24.83
LBS,25.6,TRAE,litter,1,1.15,NA
LBS,25.6,TRAE,litter,1,1.4,16.44
LBS,25.6,TRAE,litter,1,2.09,19.38
LBS,25.6,TRAE,litter,1,2.65,19.7
LBS,25.6,TRAE,litter,1,3.23,15.64
LBS,25.6,TRAE,litter,1,3.74,16.2
LBS,25.6,VOFE,litter,1,0,100
LBS,25.6,VOFE,litter,1,1.15,58.23
LUQ,22.1,ACSA,litter,1,0,100
LUQ,22.1,ACSA,litter,1,0.32,47.95
LUQ,22.1,ACSA,litter,1,0.66,45.73
LUQ,22.1,ACSA,litter,1,0.76,54.03
LUQ,22.1,ACSA,litter,1,1,24.73
LUQ,22.1,ACSA,litter,1,1.24,30.48
LUQ,22.1,ACSA,litter,1,1.49,26.76
LUQ,22.1,ACSA,litter,1,1.75,9.09
LUQ,22.1,ACSA,litter,1,2.03,5.09
LUQ,22.1,ACSA,litter,1,2.26,6.41
LUQ,22.1,ACSA,litter,1,2.59,15.97
LUQ,22.1,ACSA,litter,7,0,100
LUQ,22.1,ACSA,litter,7,0.32,56.35
LUQ,22.1,ACSA,litter,7,0.66,46.45
LUQ,22.1,AMBR,litter,1,0,100
LUQ,22.1,AMBR,litter,1,0.76,27.8
LUQ,22.1,AMBR,litter,1,2.26,3.3
LUQ,22.1,ANGE,root,0.1,0,100
LUQ,22.1,ANGE,root,0.1,0.32,38.97
LUQ,22.1,ANGE,root,0.1,0.66,32.95
LUQ,22.1,ANGE,root,0.1,0.76,37.13
LUQ,22.1,ANGE,root,0.1,1,28.88
LUQ,22.1,ANGE,root,0.1,1.24,18.77
LUQ,22.1,ANGE,root,0.1,1.49,8.27
LUQ,22.1,ANGE,root,0.1,1.75,5.26
LUQ,22.1,ANGE,root,0.1,2.03,4.27
LUQ,22.1,ANGE,root,0.1,2.26,3.32
LUQ,22.1,ANGE,root,0.1,2.59,9.39
LUQ,22.1,ANGE,litter,1,0,100
LUQ,22.1,ANGE,litter,1,1.75,6.05
LUQ,22.1,ANSC,litter,1,0,100
LUQ,22.1,ANSC,litter,1,2.03,8.87
LUQ,22.1,ANSC,litter,1,2.59,15.55
LUQ,22.1,BELU,litter,1,0,100
LUQ,22.1,BELU,litter,1,0.32,56.39
LUQ,22.1,DRGL,root,0.1,0,100
LUQ,22.1,DRGL,root,0.1,0.32,66.17
LUQ,22.1,DRGL,root,0.1,0.66,65.08
LUQ,22.1,DRGL,root,0.1,0.76,62.9
LUQ,22.1,DRGL,root,0.1,1,32.91
LUQ,22.1,DRGL,root,0.1,1.24,35.79
LUQ,22.1,DRGL,root,0.1,1.49,26.64
LUQ,22.1,DRGL,root,0.1,1.75,19.14
LUQ,22.1,DRGL,root,0.1,2.03,9.18
LUQ,22.1,DRGL,root,0.1,2.26,9.63
LUQ,22.1,DRGL,root,0.1,2.59,17.93
LUQ,22.1,DRGL,litter,1,0,100
LUQ,22.1,DRGL,litter,1,0.32,25.57
LUQ,22.1,DRGL,litter,1,0.66,19.69
LUQ,22.1,DRGL,litter,1,0.76,26.03
LUQ,22.1,DRGL,litter,1,1,8.38
LUQ,22.1,DRGL,litter,1,1.24,6
LUQ,22.1,DRGL,litter,1,1.49,4.32
LUQ,22.1,DRGL,litter,1,1.75,1.65
LUQ,22.1,DRGL,litter,1,2.03,2.18
LUQ,22.1,DRGL,litter,1,2.26,1.62
LUQ,22.1,DRGL,litter,1,2.59,7.16
LUQ,22.1,KOMY,litter,1,0,100
LUQ,22.1,KOMY,litter,1,1.49,3.42
LUQ,22.1,LATR,litter,1,0,100
LUQ,22.1,LATR,litter,1,0.66,25.1
LUQ,22.1,LITU,litter,1,0,100
LUQ,22.1,LITU,litter,1,1.24,17.45
LUQ,22.1,PIEL,root,0.1,0,100
LUQ,22.1,PIEL,root,0.1,0.32,82.57
LUQ,22.1,PIEL,root,0.1,0.66,80.64
LUQ,22.1,PIEL,root,0.1,0.76,65.86
LUQ,22.1,PIEL,root,0.1,1,55.02
LUQ,22.1,PIEL,root,0.1,1.24,62.13
LUQ,22.1,PIEL,root,0.1,1.49,61.59
LUQ,22.1,PIEL,root,0.1,1.75,37.84
LUQ,22.1,PIEL,root,0.1,2.03,20.27
LUQ,22.1,PIEL,root,0.1,2.26,24.42
LUQ,22.1,PIEL,root,0.1,2.59,40.28
LUQ,22.1,PIEL,litter,1,0,100
LUQ,22.1,PIEL,litter,1,1,61.65
LUQ,22.1,PIRE,litter,1,0,100
LUQ,22.1,PIRE,litter,1,0.32,79.76
LUQ,22.1,PIRE,litter,1,0.66,71.46
LUQ,22.1,PIRE,litter,1,0.76,72.99
LUQ,22.1,PIRE,litter,1,1,51.38
LUQ,22.1,PIRE,litter,1,1.24,37.49
LUQ,22.1,PIRE,litter,1,1.49,35.08
LUQ,22.1,PIRE,litter,1,1.75,32.4
LUQ,22.1,PIRE,litter,1,2.03,23.98
LUQ,22.1,PIRE,litter,1,2.26,25.02
LUQ,22.1,PIRE,litter,1,2.59,28.34
LUQ,22.1,QUPR,litter,1,0,100
LUQ,22.1,QUPR,litter,1,0.32,52.14
LUQ,22.1,QUPR,litter,1,0.66,45.52
LUQ,22.1,QUPR,litter,1,0.76,51.29
LUQ,22.1,QUPR,litter,1,1,25.71
LUQ,22.1,QUPR,litter,1,1.24,19.69
LUQ,22.1,QUPR,litter,1,1.49,22.01
LUQ,22.1,QUPR,litter,1,1.75,12.87
LUQ,22.1,QUPR,litter,1,2.03,10.23
LUQ,22.1,QUPR,litter,1,2.26,4.17
LUQ,22.1,QUPR,litter,1,2.59,12.11
LUQ,22.1,RHMA,litter,1,0,100
LUQ,22.1,RHMA,litter,1,0.32,63.16
LUQ,22.1,RHMA,litter,1,0.66,54.59
LUQ,22.1,RHMA,litter,7,0,100
LUQ,22.1,RHMA,litter,7,0.32,69.58
LUQ,22.1,RHMA,litter,7,0.66,45.5
LUQ,22.1,THPL,litter,1,0,100
LUQ,22.1,THPL,litter,1,0.32,67.44
LUQ,22.1,THPL,litter,1,0.66,59.98
LUQ,22.1,THPL,litter,1,0.76,55.72
LUQ,22.1,THPL,litter,1,1,37.56
LUQ,22.1,THPL,litter,1,1.24,25.31
LUQ,22.1,THPL,litter,1,1.49,23.91
LUQ,22.1,THPL,litter,1,1.75,9.69
LUQ,22.1,THPL,litter,1,2.03,9.23
LUQ,22.1,THPL,litter,1,2.26,6.53
LUQ,22.1,THPL,litter,1,2.59,22.1
LUQ,22.1,TRAE,litter,1,0,100
LUQ,22.1,TRAE,litter,1,0.32,48.3
LUQ,22.1,TRAE,litter,1,0.66,34.68
LUQ,22.1,TRAE,litter,1,0.76,29.73
LUQ,22.1,TRAE,litter,1,1,22.31
LUQ,22.1,TRAE,litter,1,1.24,10.53
LUQ,22.1,TRAE,litter,1,1.49,9.91
LUQ,22.1,TRAE,litter,1,1.75,5.5
LUQ,22.1,TRAE,litter,1,2.03,2.79
LUQ,22.1,TRAE,litter,1,2.26,1.02
LUQ,22.1,TRAE,litter,1,2.59,9.58
LUQ,22.1,TRAE,litter,7,0,100
LUQ,22.1,TRAE,litter,7,0.32,48.69
LUQ,22.1,TRAE,litter,7,0.66,45.1
MTV,17.6,ABCO,litter,1,0,100
MTV,17.6,ABCO,litter,1,2.51,36.17
MTV,17.6,ABCO,litter,1,3.71,24.22
MTV,17.6,ABLA,litter,1,0,100
MTV,17.6,ABLA,litter,1,5.4,19.63
MTV,17.6,ACSA,litter,1,0,100
MTV,17.6,ACSA,litter,1,0.5,51.84
MTV,17.6,ACSA,litter,1,1.02,36.29
MTV,17.6,ACSA,litter,1,1.51,31.13
MTV,17.6,ACSA,litter,1,2.03,27.93
MTV,17.6,ACSA,litter,1,2.81,28.77
MTV,17.6,ACSA,litter,1,3.71,28.15
MTV,17.6,ACSA,litter,1,4.13,19.28
MTV,17.6,ACSA,litter,1,4.62,11.43
MTV,17.6,ACSA,litter,1,5.4,16.25
MTV,17.6,ANGE,root,0.1,0,100
MTV,17.6,ANGE,root,0.1,0.5,65.28
MTV,17.6,ANGE,root,0.1,1.02,49.81
MTV,17.6,ANGE,root,0.1,1.51,29.83
MTV,17.6,ANGE,root,0.1,2.03,18.94
MTV,17.6,ANGE,root,0.1,3.71,10.77
MTV,17.6,ANGE,root,0.1,4.62,8.1
MTV,17.6,BOGR,litter,1,0,100
MTV,17.6,BOGR,litter,1,4.13,13.37
MTV,17.6,CEGR,litter,1,0,100
MTV,17.6,CEGR,litter,1,4.62,16.46
MTV,17.6,DRGL,root,0.1,0,100
MTV,17.6,DRGL,root,0.1,0.5,68.01
MTV,17.6,DRGL,root,0.1,1.02,51.9
MTV,17.6,DRGL,root,0.1,1.51,41.78
MTV,17.6,DRGL,root,0.1,2.03,28.25
MTV,17.6,DRGL,root,0.1,2.51,20.36
MTV,17.6,DRGL,root,0.1,3.71,15.27
MTV,17.6,DRGL,root,0.1,4.13,15.31
MTV,17.6,DRGL,root,0.1,4.62,7.65
MTV,17.6,DRGL,root,0.1,5.4,8.06
MTV,17.6,DRGL,litter,1,0,100
MTV,17.6,DRGL,litter,1,0.5,33.9
MTV,17.6,DRGL,litter,1,1.02,18.03
MTV,17.6,DRGL,litter,1,1.51,25.64
MTV,17.6,DRGL,litter,1,2.03,16.82
MTV,17.6,DRGL,litter,1,2.51,14.97
MTV,17.6,DRGL,litter,1,3.71,14.51
MTV,17.6,DRGL,litter,1,4.13,10.36
MTV,17.6,DRGL,litter,1,4.62,7.72
MTV,17.6,DRGL,litter,1,5.4,9.24
MTV,17.6,FAGR,litter,1,0,100
MTV,17.6,FAGR,litter,1,1.51,50.28
MTV,17.6,LATR,litter,1,0,100
MTV,17.6,LATR,litter,1,2.03,20.1
MTV,17.6,PIEL,root,0.1,NA,NA
MTV,17.6,PIEL,litter,1,0,100
MTV,17.6,PIEL,litter,1,0.5,90.26
MTV,17.6,PIEL,litter,1,1.02,83.75
MTV,17.6,PIEL,litter,1,1.51,72.17
MTV,17.6,PIEL,litter,1,2.03,61.8
MTV,17.6,PIEL,litter,1,2.51,62.59
MTV,17.6,PIEL,litter,1,3.71,47.62
MTV,17.6,PIEL,litter,1,4.13,45.57
MTV,17.6,PIEL,litter,1,4.62,27.44
MTV,17.6,PIEL,litter,1,5.4,35.6
MTV,17.6,PIRE,root,0.1,0,100
MTV,17.6,PIRE,root,0.1,0.5,83.44
MTV,17.6,PIRE,root,0.1,1.02,69.93
MTV,17.6,PIRE,root,0.1,2.03,51.94
MTV,17.6,PIRE,root,0.1,3.71,30.43
MTV,17.6,PIRE,root,0.1,4.62,18.31
MTV,17.6,QUPR,litter,1,0,100
MTV,17.6,QUPR,litter,1,0.5,66.66
MTV,17.6,QUPR,litter,1,1.02,45.63
MTV,17.6,QUPR,litter,1,1.51,45.09
MTV,17.6,QUPR,litter,1,2.03,36.12
MTV,17.6,QUPR,litter,1,2.51,34.01
MTV,17.6,QUPR,litter,1,3.71,29.07
MTV,17.6,QUPR,litter,1,4.13,28.08
MTV,17.6,QUPR,litter,1,4.62,6.97
MTV,17.6,QUPR,litter,1,5.4,17.2
MTV,17.6,RHMA,litter,1,0,100
MTV,17.6,RHMA,litter,1,0.5,68.72
MTV,17.6,SPAL,litter,1,0,100
MTV,17.6,SPAL,litter,1,1.02,31.37
MTV,17.6,THPL,litter,1,0,100
MTV,17.6,THPL,litter,1,0.5,72.71
MTV,17.6,THPL,litter,1,1.02,56.6
MTV,17.6,THPL,litter,1,1.51,45.17
MTV,17.6,THPL,litter,1,2.03,37.96
MTV,17.6,THPL,litter,1,2.51,41.61
MTV,17.6,THPL,litter,1,3.71,41.35
MTV,17.6,THPL,litter,1,4.13,25.6
MTV,17.6,THPL,litter,1,4.62,13.46
MTV,17.6,THPL,litter,1,5.4,27.21
MTV,17.6,TRAE,litter,1,0,100
MTV,17.6,TRAE,litter,1,0.5,42.7
MTV,17.6,TRAE,litter,1,1.02,34.53
MTV,17.6,TRAE,litter,1,1.51,26.54
MTV,17.6,TRAE,litter,1,2.03,15.71
MTV,17.6,TRAE,litter,1,2.51,26.61
MTV,17.6,TRAE,litter,1,3.71,21.81
MTV,17.6,TRAE,litter,1,4.13,16.25
MTV,17.6,TRAE,litter,1,4.62,7.18
MTV,17.6,TRAE,litter,1,5.4,10.65
BCI,25.6,ACSA,litter,1,0,100
BCI,25.6,ACSA,litter,1,0.28,87.04
